src_ip,dst_ip,up_bytes,down_bytes
192.168.108.119,13.107.54.58,17194,119619
192.168.108.119,13.107.6.156,168844,1222888
192.168.108.119,13.34.18.140,16306,157658
192.168.108.119,13.34.72.175,27835,226402
192.168.108.119,130.35.116.108,60649,623707
192.168.108.119,130.35.116.8,4906,45271
192.168.108.119,131.253.41.20,81228,641773
192.168.108.119,132.145.4.253,69202,655681
192.168.108.119,132.145.9.100,61570,562333
192.168.108.119,134.65.63.112,59614,615864
192.168.108.119,138.68.45.255,44776,398638
192.168.108.119,139.144.169.218,43605,393568
192.168.108.119,140.204.126.146,17531,204505
192.168.108.119,142.250.184.132,81579,5088772
192.168.108.119,142.250.184.138,37478,1618578
192.168.108.119,142.250.184.141,43714,1982361
192.168.108.119,142.250.184.149,44310,1679942
192.168.108.119,142.250.184.164,53218,1753288
192.168.108.119,142.250.184.166,61324,2700944
192.168.108.119,142.250.184.169,27534,1370686
192.168.108.119,142.250.184.174,53738,1633267
192.168.108.119,142.250.184.187,25786,878480
192.168.108.119,142.250.184.190,56363,2082174
192.168.108.119,142.250.184.199,42719,1910654
192.168.108.119,142.250.184.207,24684,674847
192.168.108.119,142.250.184.212,22470,633273
192.168.108.119,142.250.184.213,44029,2494197
192.168.108.119,142.250.184.214,21410,666977
192.168.108.119,142.250.184.220,40275,2163238
192.168.108.119,142.250.184.228,35216,1915900
192.168.108.119,142.250.184.231,55659,1257239
192.168.108.119,142.250.184.236,35563,822301
192.168.108.119,142.250.184.240,49259,1554131
192.168.108.119,142.250.200.68,3244122,28334306
192.168.108.119,143.244.200.189,6546,88151
192.168.108.119,143.244.223.251,9665,61584
192.168.108.119,143.42.150.128,18228,198080
192.168.108.119,143.42.235.221,35418,244554
192.168.108.119,146.75.89.140,185448,1515767
192.168.108.119,146.75.90.137,166521,1516767
192.168.108.119,146.75.90.167,277163,2300806
192.168.108.119,147.154.37.229,6640,34267
192.168.108.119,148.69.168.40,958196,8142395
192.168.108.119,15.230.101.25,9594,80986
192.168.108.119,15.230.168.25,24363,174300
192.168.108.119,15.230.207.243,43112,277491
192.168.108.119,15.230.242.231,25515,205541
192.168.108.119,15.230.36.241,63646,454449
192.168.108.119,15.230.59.106,11063,92497
192.168.108.119,15.248.8.88,22185,172427
192.168.108.119,150.171.23.179,116047,894097
192.168.108.119,150.222.180.118,58789,434653
192.168.108.119,150.222.229.190,104892,940824
192.168.108.119,150.222.66.134,49330,441380
192.168.108.119,151.236.220.185,17482,120498
192.168.108.119,151.236.220.79,51696,514742
192.168.108.119,151.236.222.159,65287,473720
192.168.108.119,157.240.212.174,1812345,14873296
192.168.108.119,157.240.212.35,3736706,32272238
192.168.108.119,157.240.212.60,745328,6351039
192.168.108.119,157.55.108.214,8097,83045
192.168.108.119,157.55.154.224,226180,1973179
192.168.108.119,157.55.255.41,77062,617571
192.168.108.119,157.56.28.93,59039,492020
192.168.108.119,159.248.221.63,40172,353033
192.168.108.119,162.216.16.124,140255,1047862
192.168.108.119,164.90.254.5,95350,874592
192.168.108.119,168.61.131.192,27987,243155
192.168.108.119,168.61.139.92,87465,805981
192.168.108.119,170.187.136.100,83336,655744
192.168.108.119,172.217.17.14,3266858,27954902
192.168.108.119,172.232.96.46,97862,802400
192.168.108.119,173.255.208.31,178831,1409863
192.168.108.119,177.72.241.71,22917,227824
192.168.108.119,178.79.164.229,25068,289834
192.168.108.119,18.154.22.25,217045,1801624
192.168.108.119,18.154.41.91,41122,319646
192.168.108.119,18.154.48.124,910883,7734220
192.168.108.119,18.67.242.41,35631,331738
192.168.108.119,185.15.58.224,1486410,12745137
192.168.108.119,185.88.181.4,803011,6881849
192.168.108.119,185.88.181.55,229992,1881677
192.168.108.119,186.192.81.5,147058,1216943
192.168.108.119,191.232.21.247,58235,469143
192.168.108.119,191.235.241.86,27240,240436
192.168.108.119,191.238.71.45,55466,515930
192.168.108.119,192.168.108.226,77600,174059
192.168.108.119,192.168.108.234,88483,205761
192.168.108.119,192.168.108.240,11879421,101635372
192.168.108.119,192.29.134.235,79251,579946
192.168.108.119,192.29.143.122,55326,414917
192.168.108.119,193.126.232.45,1455704,11658863
192.168.108.119,193.126.240.146,1634083,13923595
192.168.108.119,193.137.20.123,552695,4922560
192.168.108.119,198.199.103.45,13881,106256
192.168.108.119,198.211.104.229,37249,299221
192.168.108.119,198.211.108.95,48433,435711
192.168.108.119,198.211.109.187,21172,156885
192.168.108.119,198.54.117.212,114670,1018360
192.168.108.119,199.201.67.209,4469,41437
192.168.108.119,199.30.22.108,15285,85966
192.168.108.119,199.30.29.56,48468,382855
192.168.108.119,199.30.31.35,8684,63060
192.168.108.119,199.59.150.253,37206,274066
192.168.108.119,20.140.160.238,43872,414141
192.168.108.119,20.195.130.212,28057,175129
192.168.108.119,204.152.19.73,3606,29546
192.168.108.119,204.79.197.212,1409384,11955007
192.168.108.119,205.251.226.85,7184,43548
192.168.108.119,205.251.252.38,6117,59172
192.168.108.119,209.240.212.198,98171,979757
192.168.108.119,213.13.146.142,3334805,28934402
192.168.108.119,213.219.36.160,14708,100609
192.168.108.119,216.39.158.19,66718,654928
192.168.108.119,216.58.215.131,2382009,19518856
192.168.108.119,23.49.244.192,19516,177458
192.168.108.119,23.49.244.54,116119,1080965
192.168.108.119,3.2.0.103,30850,231337
192.168.108.119,3.3.0.122,58439,588259
192.168.108.119,3.3.1.59,51219,593095
192.168.108.119,3.33.34.144,36213,321763
192.168.108.119,34.3.14.171,5637,64548
192.168.108.119,34.3.14.22,18710,162892
192.168.108.119,40.112.42.129,70914,632951
192.168.108.119,40.123.136.148,18488,151573
192.168.108.119,40.123.147.141,44574,414286
192.168.108.119,40.77.170.143,8427,97466
192.168.108.119,40.79.62.245,10012,56559
192.168.108.119,40.79.90.220,7161,65786
192.168.108.119,40.93.211.191,129824,1067562
192.168.108.119,40.96.255.154,24897,170593
192.168.108.119,40.97.13.127,19269,156153
192.168.108.119,40.97.4.27,5165,61344
192.168.108.119,40.97.45.65,8963,52555
192.168.108.119,51.141.129.130,36805,234052
192.168.108.119,52.101.102.42,57830,379171
192.168.108.119,52.103.134.8,61560,519249
192.168.108.119,52.103.164.76,36568,330394
192.168.108.119,52.108.165.85,130690,1393168
192.168.108.119,52.108.166.83,50406,474804
192.168.108.119,52.111.208.144,108311,843073
192.168.108.119,52.112.108.3,82830,765877
192.168.108.119,52.112.38.112,8190,78553
192.168.108.119,52.113.128.12,74905,635862
192.168.108.119,52.115.63.11,150937,1224059
192.168.108.119,52.126.199.141,37705,347435
192.168.108.119,52.144.197.170,84981,784443
192.168.108.119,52.144.197.239,32479,226974
192.168.108.119,52.185.55.21,39467,312627
192.168.108.119,52.219.235.163,24062,177869
192.168.108.119,52.239.164.156,13701,121157
192.168.108.119,52.239.183.171,24289,189373
192.168.108.119,52.245.70.63,42121,365704
192.168.108.119,52.93.149.224,27364,212067
192.168.108.119,52.93.20.130,23189,200561
192.168.108.119,52.93.76.134,7906,51590
192.168.108.119,52.94.145.109,235263,2075964
192.168.108.119,52.95.216.198,23087,258328
192.168.108.119,52.95.239.219,23144,230164
192.168.108.119,54.155.178.5,136189,1330791
192.168.108.119,54.192.95.95,440339,3640766
192.168.108.119,62.28.254.212,1117750,9831453
192.168.108.119,62.28.254.215,990881,8735729
192.168.108.119,64.4.8.224,108283,923632
192.168.108.119,65.52.106.175,38553,270278
192.168.108.119,65.55.51.72,23882,210066
192.168.108.119,66.254.114.41,590367,5065692
192.168.108.119,72.14.181.143,42094,469211
192.168.108.119,72.247.155.216,174354,1502670
192.168.108.119,74.114.28.220,87319,890125
192.168.108.119,74.114.31.178,4620,43213
192.168.108.119,74.207.237.1,79841,565471
192.168.108.119,74.207.244.223,40106,386228
192.168.108.119,8.25.194.238,59097,635790
192.168.108.119,81.208.190.178,77166,623415
192.168.108.119,88.157.217.145,2770288,23267446
192.168.108.119,88.157.217.146,1454474,11918112
192.168.108.119,88.157.217.148,564659,4351800
192.168.108.119,96.0.102.199,31515,193383
192.168.108.119,97.107.131.201,54808,468669
192.168.108.119,99.151.185.110,4848,54876
192.168.108.119,99.78.198.2,27268,236161
192.168.108.12,104.17.45.30,194948,1849889
192.168.108.12,104.22.47.238,159131,1603637
192.168.108.12,104.244.42.193,1735695,14446377
192.168.108.12,104.26.3.6,249871,2033924
192.168.108.12,104.26.9.83,67440,530151
192.168.108.12,104.83.180.153,94353,667357
192.168.108.12,108.157.98.113,299985,2308829
192.168.108.12,108.157.98.51,12243,90448
192.168.108.12,129.146.12.171,21773,255822
192.168.108.12,129.146.5.224,87684,686249
192.168.108.12,13.107.213.200,83538,789070
192.168.108.12,13.107.237.42,242646,1906011
192.168.108.12,13.107.42.12,50267,1666901
192.168.108.12,13.107.42.14,278448,2464991
192.168.108.12,13.107.42.19,110809,6343910
192.168.108.12,13.107.42.26,41559,1870437
192.168.108.12,13.107.42.29,45073,1913439
192.168.108.12,13.107.42.31,36418,1245203
192.168.108.12,13.107.42.45,29587,1020663
192.168.108.12,13.107.42.47,38479,1856452
192.168.108.12,13.107.42.49,48985,2392507
192.168.108.12,13.107.42.5,38534,1878496
192.168.108.12,13.107.42.50,35653,1396550
192.168.108.12,13.107.42.52,50050,1671616
192.168.108.12,13.107.42.55,35620,2087414
192.168.108.12,13.107.42.60,44833,1713268
192.168.108.12,13.107.42.61,58068,2687000
192.168.108.12,13.107.6.156,29021,262704
192.168.108.12,13.107.9.231,25004,270752
192.168.108.12,13.34.11.164,117504,938279
192.168.108.12,13.34.7.29,37036,305542
192.168.108.12,13.34.7.59,9535,81034
192.168.108.12,13.34.79.130,11965,64677
192.168.108.12,131.186.9.55,47700,372619
192.168.108.12,131.253.25.169,11650,89261
192.168.108.12,132.145.2.218,12185,113907
192.168.108.12,134.70.15.243,29293,296631
192.168.108.12,137.184.254.213,12034,112881
192.168.108.12,138.1.18.237,73802,627346
192.168.108.12,138.2.241.222,34555,324637
192.168.108.12,139.144.164.61,10411,66270
192.168.108.12,140.91.89.80,12385,105636
192.168.108.12,142.250.184.136,48870,1843597
192.168.108.12,142.250.184.144,58565,2309627
192.168.108.12,142.250.184.152,59180,2626669
192.168.108.12,142.250.184.153,39425,1249379
192.168.108.12,142.250.184.180,31628,1116853
192.168.108.12,142.250.184.182,78485,4554823
192.168.108.12,142.250.184.190,51458,2436725
192.168.108.12,142.250.184.196,48269,1409662
192.168.108.12,142.250.184.219,74742,2735650
192.168.108.12,142.250.184.231,36541,1991325
192.168.108.12,142.250.184.240,37810,1641910
192.168.108.12,142.250.184.248,93330,4831899
192.168.108.12,142.250.184.253,37698,1365025
192.168.108.12,142.250.200.68,3313315,27564792
192.168.108.12,143.42.230.28,40644,247407
192.168.108.12,143.42.237.187,41605,350479
192.168.108.12,146.75.89.140,135171,1254847
192.168.108.12,146.75.90.137,219905,1848373
192.168.108.12,146.75.90.167,167582,1368472
192.168.108.12,148.69.168.40,705372,6024597
192.168.108.12,15.230.142.11,29160,229638
192.168.108.12,15.230.250.245,99243,782280
192.168.108.12,15.230.42.213,34957,309050
192.168.108.12,15.230.5.177,65335,465466
192.168.108.12,150.222.199.120,9468,59231
192.168.108.12,150.222.212.100,4409,37684
192.168.108.12,150.222.233.221,26426,186953
192.168.108.12,157.240.212.174,2542958,22134354
192.168.108.12,157.240.212.35,2216115,18846873
192.168.108.12,157.240.212.60,1017142,8776543
192.168.108.12,157.55.115.12,6064,38184
192.168.108.12,159.89.51.77,57883,495087
192.168.108.12,162.216.149.148,42909,372977
192.168.108.12,168.61.129.71,35222,286518
192.168.108.12,170.187.132.189,60029,446288
192.168.108.12,172.104.5.129,63944,576907
192.168.108.12,172.217.17.14,3373960,27892543
192.168.108.12,172.67.73.32,117649,1096178
192.168.108.12,173.255.214.94,27748,237682
192.168.108.12,173.255.238.38,232962,1842508
192.168.108.12,176.32.120.59,22517,146139
192.168.108.12,178.79.153.199,31548,205887
192.168.108.12,18.154.22.25,51801,485114
192.168.108.12,18.154.41.91,195924,1689198
192.168.108.12,18.154.48.124,600426,4763869
192.168.108.12,18.67.242.41,25316,302004
192.168.108.12,185.15.58.224,1182461,9647973
192.168.108.12,185.88.181.4,667355,5909247
192.168.108.12,185.88.181.55,297391,2535022
192.168.108.12,186.192.81.5,17296,154778
192.168.108.12,191.235.248.234,53183,451624
192.168.108.12,191.238.75.57,135690,1021988
192.168.108.12,192.133.76.159,15967,181360
192.168.108.12,192.133.76.63,120914,1067987
192.168.108.12,192.168.108.226,48927,108962
192.168.108.12,192.168.108.234,62347,137958
192.168.108.12,192.168.108.240,7589257,64526887
192.168.108.12,193.126.232.45,1441786,12108792
192.168.108.12,193.126.240.146,1434877,12444813
192.168.108.12,193.137.20.123,292250,2519943
192.168.108.12,198.199.105.132,25035,231319
192.168.108.12,198.211.108.152,66463,403329
192.168.108.12,198.54.117.212,48801,480838
192.168.108.12,199.69.58.150,12415,72795
192.168.108.12,20.33.4.167,33504,309451
192.168.108.12,204.79.197.212,844215,7103409
192.168.108.12,205.251.254.174,49853,431953
192.168.108.12,213.13.146.142,1510106,13070771
192.168.108.12,213.52.129.77,6589,40856
192.168.108.12,213.52.130.28,27336,195837
192.168.108.12,213.52.130.51,25777,151575
192.168.108.12,216.39.141.233,18416,178306
192.168.108.12,216.58.215.131,1790129,15516232
192.168.108.12,23.49.244.192,72643,572798
192.168.108.12,23.49.244.54,208248,1677762
192.168.108.12,3.2.41.144,6221,34099
192.168.108.12,3.4.10.138,81299,553542
192.168.108.12,3.5.78.214,29118,213090
192.168.108.12,40.101.58.163,59603,590455
192.168.108.12,40.120.138.186,29859,288714
192.168.108.12,40.123.136.32,168092,1330086
192.168.108.12,40.123.161.102,61141,511169
192.168.108.12,40.77.200.122,5565,47156
192.168.108.12,40.79.89.9,56381,454283
192.168.108.12,40.80.160.73,50563,360180
192.168.108.12,40.90.67.43,102722,803319
192.168.108.12,40.90.70.41,13818,68441
192.168.108.12,40.91.12.122,21173,158582
192.168.108.12,40.96.61.137,17506,157752
192.168.108.12,45.60.74.62,40392,351647
192.168.108.12,45.79.2.230,17323,133896
192.168.108.12,50.116.4.65,91288,882813
192.168.108.12,50.116.5.106,31275,323455
192.168.108.12,52.102.159.207,85146,800886
192.168.108.12,52.103.131.83,85023,799577
192.168.108.12,52.103.139.129,26667,278698
192.168.108.12,52.112.108.188,6271,56642
192.168.108.12,52.112.78.202,7238,97217
192.168.108.12,52.114.187.126,110608,843904
192.168.108.12,52.125.128.233,22945,188850
192.168.108.12,52.126.195.130,25500,183765
192.168.108.12,52.176.233.102,66828,528972
192.168.108.12,52.219.232.144,85421,748941
192.168.108.12,52.239.161.66,198148,1692989
192.168.108.12,52.245.79.59,6649,42832
192.168.108.12,52.46.164.246,89545,846580
192.168.108.12,52.46.167.114,7005,51341
192.168.108.12,52.46.253.137,34207,331427
192.168.108.12,52.93.57.30,85027,617821
192.168.108.12,52.93.76.117,87205,768505
192.168.108.12,52.95.28.50,49277,421689
192.168.108.12,54.192.95.95,233282,2010179
192.168.108.12,62.28.254.212,712286,6216081
192.168.108.12,62.28.254.215,609374,5306027
192.168.108.12,65.52.110.58,42581,425777
192.168.108.12,65.55.146.132,2970,30132
192.168.108.12,65.55.146.156,50300,490452
192.168.108.12,65.55.212.226,36478,339497
192.168.108.12,65.55.212.227,21787,179035
192.168.108.12,66.254.114.41,418150,3635446
192.168.108.12,69.164.201.136,109716,879968
192.168.108.12,69.164.201.7,12680,87470
192.168.108.12,69.55.49.215,25783,205518
192.168.108.12,70.37.10.112,47667,519612
192.168.108.12,74.114.31.101,14707,114776
192.168.108.12,88.157.217.145,2186086,18471155
192.168.108.12,88.157.217.146,713387,5868867
192.168.108.12,88.157.217.148,498835,3946645
192.168.108.12,94.46.135.219,55589,612052
192.168.108.120,104.17.45.30,152134,1363252
192.168.108.120,104.22.47.238,31968,210909
192.168.108.120,104.244.42.193,1412518,11691801
192.168.108.120,104.26.3.6,304060,2421202
192.168.108.120,104.26.9.83,74009,644360
192.168.108.120,108.157.98.113,143763,1390538
192.168.108.120,108.157.98.51,55205,488446
192.168.108.120,109.74.206.162,13531,112567
192.168.108.120,129.148.204.244,15746,138319
192.168.108.120,129.213.4.246,12491,78721
192.168.108.120,13.107.237.42,4313,58163
192.168.108.120,13.107.255.193,56109,480041
192.168.108.120,13.107.42.13,25665,891379
192.168.108.120,13.107.42.14,90814,865464
192.168.108.120,13.107.42.16,47749,3177539
192.168.108.120,13.107.42.19,21845,1177310
192.168.108.120,13.107.42.26,106727,6028296
192.168.108.120,13.107.42.28,53982,1802199
192.168.108.120,13.107.42.3,24300,790701
192.168.108.120,13.107.42.30,61781,1892048
192.168.108.120,13.107.42.32,39699,1346868
192.168.108.120,13.107.42.40,50668,1767347
192.168.108.120,13.107.42.43,93676,3639543
192.168.108.120,13.107.42.46,47040,1271485
192.168.108.120,13.107.42.61,38170,2662951
192.168.108.120,13.107.42.9,44504,1378793
192.168.108.120,13.107.5.61,27323,189849
192.168.108.120,13.107.52.97,37623,232582
192.168.108.120,13.107.6.156,76395,581842
192.168.108.120,13.87.124.109,135011,1206618
192.168.108.120,132.145.2.250,16820,103757
192.168.108.120,132.226.130.20,125070,1050315
192.168.108.120,134.170.222.218,47878,391838
192.168.108.120,134.65.62.142,113788,883514
192.168.108.120,140.204.70.231,24638,260093
192.168.108.120,142.250.184.136,30899,1033504
192.168.108.120,142.250.184.142,31933,1391251
192.168.108.120,142.250.184.182,37265,2628523
192.168.108.120,142.250.184.200,89251,3757769
192.168.108.120,142.250.184.203,40907,2305529
192.168.108.120,142.250.184.211,40525,1508780
192.168.108.120,142.250.184.227,65236,2468877
192.168.108.120,142.250.184.229,32194,1138896
192.168.108.120,142.250.200.68,2165980,18484991
192.168.108.120,142.4.178.86,101323,755137
192.168.108.120,146.75.89.140,55522,414588
192.168.108.120,146.75.90.167,70939,627513
192.168.108.120,147.154.39.193,15754,102162
192.168.108.120,148.69.168.40,473739,4080383
192.168.108.120,15.230.207.27,16475,120925
192.168.108.120,150.222.143.68,37260,352118
192.168.108.120,150.222.66.107,67023,528446
192.168.108.120,157.240.212.174,1437387,12447625
192.168.108.120,157.240.212.35,2097159,17281199
192.168.108.120,157.240.212.60,697622,5980338
192.168.108.120,157.55.108.93,112717,861367
192.168.108.120,157.55.50.16,11127,90413
192.168.108.120,168.61.129.29,32015,171734
